[ 2025-04-02 02:54:17,580 ] News query failed: "Unrecognized event news."
[ 2025-04-20 01:34:11,020 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342270407 found"
[ 2025-04-20 01:38:01,013 ] Retrying to obtain clipboard.
[ 2025-04-20 01:38:01,126 ] Retrying to obtain clipboard.
[ 2025-04-20 01:38:43,594 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:38:43,652 ] Disconnected from gameserver
[ 2025-04-20 01:38:43,684 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:38:44,194 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:38:44,242 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:38:44,245 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:38:44,258 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:38:46,536 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:38:46,544 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:38:46,579 ] Disconnected from gameserver
[ 2025-04-20 01:38:46,584 ] Disconnected from gameserver
[ 2025-04-20 01:38:51,048 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:38:51,599 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:38:51,665 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:38:51,667 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:38:55,794 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:38:56,797 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:00,894 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:00,898 ] Disconnected from gameserver
[ 2025-04-20 01:39:02,019 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:02,056 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:39:02,057 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:06,080 ] News query failed: "Unrecognized event news."
[ 2025-04-20 01:39:06,146 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:06,467 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:06,518 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-20 01:39:06,521 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:07,196 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:10,636 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:11,296 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:11,299 ] Disconnected from gameserver
[ 2025-04-20 01:39:11,636 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:12,424 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:12,463 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:39:12,465 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:15,738 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:15,742 ] Disconnected from gameserver
[ 2025-04-20 01:39:16,596 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:16,860 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:16,896 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-20 01:39:16,897 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:17,646 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:20,985 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:21,746 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:21,750 ] Disconnected from gameserver
[ 2025-04-20 01:39:21,986 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:22,881 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:22,924 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:39:22,926 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:26,089 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:26,092 ] Disconnected from gameserver
[ 2025-04-20 01:39:27,045 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:27,211 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:39:27,246 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-20 01:39:27,247 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:28,045 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:31,338 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:39:31,612 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:32,338 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:32,348 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:39:37,200 ] qrc:/qt/qml/qmlcomponents/qml/StoreMainPage.qml:75:9: QML QQuickImage: Error transferring http://26.175.21.144/images/store//home/banner_podiumoftenacity.png - server replied: Not Found
[ 2025-04-20 01:39:37,200 ] qrc:/qt/qml/qmlcomponents/qml/StoreMainPage.qml:75:9: QML QQuickImage: Error transferring http://26.175.21.144/images/store//home/banner_armouredarcher.png - server replied: Not Found
[ 2025-04-20 01:40:02,871 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:40:15,102 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342185718 found"
[ 2025-04-20 01:40:26,352 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197953 found"
[ 2025-04-20 01:40:27,247 ] Retrying to obtain clipboard.
[ 2025-04-20 01:40:50,179 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197953 found"
[ 2025-04-20 01:40:55,597 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197953 found"
[ 2025-04-20 01:41:01,294 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:41:01,336 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:41:01,337 ] Disconnected from gameserver
[ 2025-04-20 01:41:01,385 ] Disconnected from gameserver
[ 2025-04-20 01:41:14,993 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:41:15,160 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:41:15,208 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:41:15,209 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:41:15,223 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:41:26,691 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:41:26,799 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:41:26,844 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-20 01:41:26,846 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:41:26,859 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:41:46,484 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342185718 found"
[ 2025-04-20 01:42:25,845 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:42:25,885 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:42:25,889 ] Disconnected from gameserver
[ 2025-04-20 01:42:25,932 ] Disconnected from gameserver
[ 2025-04-20 01:42:30,945 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:42:31,616 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:42:31,681 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:42:31,683 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:42:35,794 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:42:36,795 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:42:39,354 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:43:13,966 ] Retrying to obtain clipboard.
[ 2025-04-20 01:48:05,498 ] Retrying to obtain clipboard.
[ 2025-04-20 01:48:15,394 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:48:15,434 ] Disconnected from gameserver
[ 2025-04-20 01:48:15,465 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:48:16,300 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:48:16,344 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:48:16,347 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:48:16,361 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:48:17,944 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:48:17,984 ] Disconnected from gameserver
[ 2025-04-20 01:49:09,251 ] Retrying to obtain clipboard.
[ 2025-04-20 01:49:55,279 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:49:55,681 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:49:55,718 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:49:55,720 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:49:55,734 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:49:57,318 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197953 found"
[ 2025-04-20 01:50:04,422 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342185722 found"
[ 2025-04-20 01:52:37,751 ] qrc:/qt/qml/qmlcomponents/qml/StoreMainPage.qml:75:9: QML QQuickImage: Error transferring http://26.175.21.144/images/store//home/banner_armouredarcher.png - server replied: Not Found
[ 2025-04-20 01:52:37,751 ] qrc:/qt/qml/qmlcomponents/qml/StoreMainPage.qml:75:9: QML QQuickImage: Error transferring http://26.175.21.144/images/store//home/banner_podiumoftenacity.png - server replied: Not Found
[ 2025-04-20 01:53:01,148 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:53:01,192 ] Disconnected from gameserver
[ 2025-04-20 01:53:08,590 ] Retrying to obtain clipboard.
[ 2025-04-20 01:53:15,913 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:53:16,640 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:53:16,681 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:53:16,683 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:19,670 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:53:19,806 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:53:19,844 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-20 01:53:19,846 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:20,796 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:53:21,795 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:23,937 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:53:24,855 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:24,938 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:24,949 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:53:27,217 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:28,837 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:29,379 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:30,983 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:30,983 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:33,146 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:33,146 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:34,766 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:34,766 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:35,845 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:35,845 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:38,541 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199817 found"
[ 2025-04-20 01:53:40,166 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:42,315 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:53:47,714 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342199789 found"
[ 2025-04-20 01:55:45,127 ] Retrying to obtain clipboard.
[ 2025-04-20 01:55:45,336 ] Retrying to obtain clipboard.
[ 2025-04-20 01:56:03,791 ] Retrying to obtain clipboard.
[ 2025-04-20 01:56:50,995 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:56:51,037 ] Disconnected from gameserver
[ 2025-04-20 01:56:51,064 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:56:51,496 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:56:51,536 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:56:51,538 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:56:51,553 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:56:54,085 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:56:54,096 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 01:56:54,128 ] Disconnected from gameserver
[ 2025-04-20 01:56:54,135 ] Disconnected from gameserver
[ 2025-04-20 01:56:57,566 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:56:57,863 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 01:56:57,899 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 01:56:57,900 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:57:01,994 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 01:57:02,994 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:57:07,062 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 01:57:17,359 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197950 found"
[ 2025-04-20 02:05:35,095 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 02:05:35,139 ] Disconnected from gameserver
[ 2025-04-20 02:05:55,032 ] Retrying to obtain clipboard.
[ 2025-04-20 02:07:00,160 ] Retrying to obtain clipboard.
[ 2025-04-20 02:07:00,353 ] Retrying to obtain clipboard.
[ 2025-04-20 02:07:35,432 ] Retrying to obtain clipboard.
[ 2025-04-20 02:07:35,616 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:05,553 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:05,553 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:28,445 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:28,496 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:28,619 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:35,369 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:35,420 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:40,169 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:40,336 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:40,336 ] Retrying to obtain clipboard.
[ 2025-04-20 02:08:59,067 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 02:08:59,244 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 02:08:59,289 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 02:08:59,291 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:09:03,394 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 02:09:04,444 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:09:08,544 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 02:09:08,548 ] Disconnected from gameserver
[ 2025-04-20 02:09:09,705 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 02:09:09,742 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 02:09:09,746 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:09:09,757 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:09:21,762 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342185740 found"
[ 2025-04-20 02:09:37,141 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342185713 found"
[ 2025-04-20 02:09:45,882 ] Retrying to obtain clipboard.
[ 2025-04-20 02:12:23,610 ] Retrying to obtain clipboard.
[ 2025-04-20 02:12:23,801 ] Retrying to obtain clipboard.
[ 2025-04-20 02:12:36,336 ] Retrying to obtain clipboard.
[ 2025-04-20 02:12:36,489 ] Retrying to obtain clipboard.
[ 2025-04-20 02:12:42,444 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-20 02:12:42,489 ] Disconnected from gameserver
[ 2025-04-20 02:12:50,082 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 02:12:50,227 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-20 02:12:50,282 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-20 02:12:50,294 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:12:54,394 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-20 02:12:55,394 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:12:56,420 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-20 02:13:06,108 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342182517 found"
[ 2025-04-20 02:13:24,594 ] Retrying to obtain clipboard.
[ 2025-04-20 02:14:01,430 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342197882 found"
[ 2025-04-20 02:14:16,514 ] Retrying to obtain clipboard.
[ 2025-04-20 02:14:16,565 ] Retrying to obtain clipboard.
[ 2025-04-20 02:16:53,041 ] Retrying to obtain clipboard.
[ 2025-04-20 02:16:53,218 ] Retrying to obtain clipboard.
